filename,num_chars,num_words,num_unique_words,avg_word_length,top_5_words,num_lines,num_paragraphs,language,is_duplicate,hash,ttr,noise_ratio,paragraph_word_ratio
utechka-persdannih.txt,1583,211,142,6.232227488151659,"{'для': 8, 'рублей': 8, 'и': 7, 'что': 5, 'в': 5}",9,0,ru,False,70538847f40773e06b1af0ee48634723,0.6729857819905213,0.06317119393556538,0.0
godovy-e-platezi-i-otcyoty-nikto-ne-otmenyal-cto-sdavat-i-platit-v-marte-2022.txt,274,40,38,5.7,"{'по': 2, 'и': 2, 'в': 1, 'марте': 1, 'предпринимателям': 1}",0,0,ru,False,7fd66677e5cfb924438296047144fb5e,0.95,0.04744525547445255,0.0
dogovor-gph.txt,14941,2048,811,6.048828125,"{'в': 69, 'и': 53, 'по': 53, 'гпх': 49, 'договор': 37}",141,0,ru,False,28c4b7fcd42eda74406e0c58b42e20f9,0.39599609375,0.03955558530218861,0.0
zaiavlenie-na-sozcontract.txt,76,10,10,6.5,"{'чтобы': 1, 'заключить': 1, 'соцконтракт': 1, 'на': 1, 'открытие': 1}",0,0,ru,False,e57e84430f8343b12d82b612de297dd7,1.0,0.02631578947368421,0.0
vyplaty-pri-uvolnenii.txt,9700,1374,593,5.804949053857351,"{'в': 54, 'за': 31, 'если': 28, 'не': 22, 'или': 21}",71,0,ru,False,62e89d2ad0f9f0188b2a9852b4d9a75c,0.4315866084425036,0.06268041237113402,0.0
buhgalterskaya-spravka.txt,171,24,24,6.0,"{'с': 1, 'помощью': 1, 'этой': 1, 'справки': 1, 'вы': 1}",0,0,ru,False,bdd8f037d4a1a895a8e9ef46a42a955d,1.0,0.03508771929824561,0.0
zaiavlenie-o-peremene-adresa-v-sud.txt,229,32,29,6.03125,"{'адреса': 3, 'о': 2, 'если': 1, 'организация': 1, 'участвует': 1}",0,0,ru,False,c505c5e1ce97419349bad61e23913d2f,0.90625,0.021834061135371178,0.0
dlya-gruzovogo-transporta-otmenyat-vesogabaritny-i-kontrol-na-granice.txt,427,54,51,6.814814814814815,"{'контроль': 2, 'в': 2, 'и': 2, 'на': 1, 'автомобильных': 1}",1,0,ru,False,a45aed4e95f9ff057c7f816128f65111,0.9444444444444444,0.02576112412177986,0.0
nastolka-marketplace.txt,3221,469,321,5.654584221748401,"{'и': 20, 'для': 10, 'в': 10, 'на': 10, 'мы': 9}",12,0,ru,False,9b8d1a4097afe055cf57b53428581107,0.6844349680170576,0.040670599192797266,0.0
without-employees.txt,7434,1126,448,5.378330373001776,"{'в': 37, 'на': 34, 'и': 30, 'ип': 28, 'по': 25}",60,0,ru,False,29844b1bb236d265d7850dba13087553,0.3978685612788632,0.05152004304546678,0.0
online-shopping-2023.txt,1216,169,124,5.597633136094674,"{'и': 12, 'на': 6, 'в': 5, 'с': 4, 'продаж': 3}",14,0,ru,False,a3ab1e1cf66a5e766845ad455ff6b7a4,0.7337278106508875,0.11595394736842106,0.0
wildberries-uae.txt,1668,228,172,6.1535087719298245,"{'в': 8, 'на': 7, 'wildberries': 6, 'и': 6, 'из': 5}",9,0,ru,False,aee722d26da6f1ef6594795d70956d3d,0.7543859649122807,0.02697841726618705,0.0
dogovor-na-dostavku-gruza-i-tamozhnu.txt,122,17,17,6.0,"{'используйте': 1, 'договор': 1, 'когда': 1, 'нанимаете': 1, 'логистов': 1}",0,0,ru,False,e799e14904c8d203c948e27282129d1b,1.0,0.03278688524590164,0.0
business-trends-2025.txt,1328,178,136,6.101123595505618,"{'и': 10, 'в': 9, 'на': 7, 'чтобы': 4, 'как': 4}",8,0,ru,False,0894e012d07ba4e2dbb62b761d048277,0.7640449438202247,0.05120481927710843,0.0
kak-rabotat-s-valyutoi-i-bankovskimi-kartami-v-usloviyax-sankcii-otvecaet-cb.txt,596,86,67,5.825581395348837,"{'в': 6, 'и': 5, 'на': 3, 'банка': 2, 'ответы': 2}",2,0,ru,False,5a706f8cf8a7f910bf231125f5cb593a,0.7790697674418605,0.016778523489932886,0.0
akt-priema-peredaci-avtomobilia.txt,82,10,10,7.1,"{'если': 1, 'предприниматель': 1, 'приобретает': 1, 'машину': 1, 'на': 1}",0,0,ru,False,04c86f53fc4708a9ea69ef45487a0a05,1.0,0.036585365853658534,0.0
prezident-obnovil-poryadok-audita-kompanii.txt,675,85,75,6.694117647058824,"{'в': 4, 'изменения': 2, 'должны': 2, 'аудиторская': 2, 'по': 2}",8,0,ru,False,e6c8f1599b6046f1812b850e8521b07a,0.8823529411764706,0.035555555555555556,0.0
borba-s-kartochnymi-moshennikami.txt,525,68,57,6.647058823529412,"{'будет': 4, 'россии': 3, 'о': 3, 'в': 3, 'для': 2}",1,0,ru,False,d376c35a684f92a2cac329c1a32f1b3e,0.8382352941176471,0.011428571428571429,0.0
trudovoj-dogovor.txt,422,53,47,6.754716981132075,"{'с': 2, 'мобилизация': 2, 'для': 2, 'по': 2, 'не': 2}",2,0,ru,False,2cf72deffe40f83cc003162937fb57b4,0.8867924528301887,0.04028436018957346,0.0
novogodnie-prazdniki-2024.txt,11605,1715,717,5.541107871720117,"{'в': 85, 'и': 40, 'за': 32, 'на': 29, 'если': 25}",85,0,ru,False,c508b7bd9d199a92c547507b4fafc0f9,0.4180758017492711,0.05359758724687635,0.0
zaiavlenie-v-bank-s-prosboi-ispravit-dannye-v-kreditnoi-istorii.txt,100,15,14,5.6,"{'в': 2, 'если': 1, 'вы': 1, 'обнаружили': 1, 'ошибку': 1}",0,0,ru,False,b7822da0c5bdc5af9e5ddff7ba31c3fe,0.9333333333333333,0.02,0.0
prilozheniya.txt,7682,1034,526,6.229206963249516,"{'и': 55, 'в': 36, 'на': 34, 'с': 23, 'для': 23}",46,0,ru,False,cdbde1879ca88092adef0819bbff9707,0.5087040618955513,0.03293413173652695,0.0
spravka-o-dohodah-i-nalogah-fl.txt,153,20,20,6.5,"{'в': 1, 'справке': 1, 'собрана': 1, 'информация': 1, 'о': 1}",0,0,ru,False,9937a58bb3404a2ceaa0f12823a09c99,1.0,0.032679738562091505,0.0
product-range.txt,16251,2186,1051,6.180237877401646,"{'и': 89, 'в': 85, 'товары': 39, 'на': 36, 'ассортимент': 34}",95,0,ru,False,9f1e2958542a9e2faf0634fa547b194d,0.4807868252516011,0.03593625007691834,0.0
residence.txt,1617,211,149,6.431279620853081,"{'в': 8, 'россии': 6, 'статус': 4, 'от': 4, 'будут': 4}",6,0,ru,False,f27d7d12e60ad51fa1dca335eb5616f6,0.7061611374407583,0.04638218923933209,0.0
IP-telephony.txt,1656,227,157,6.070484581497797,"{'в': 21, 'что': 6, 'для': 6, 'на': 5, 'не': 5}",5,0,ru,False,6a699c017eb5d4e5fb1c7a38343dda04,0.6916299559471366,0.03743961352657005,0.0
forms-foreign-accounts.txt,869,126,97,5.698412698412699,"{'в': 9, 'или': 5, 'счёта': 5, 'об': 4, 'наличии': 3}",5,0,ru,False,55d611bef3bb0a9ec87b55ca656ca4b7,0.7698412698412699,0.039125431530494824,0.0
novye-formy.txt,14831,2065,888,5.932203389830509,"{'в': 88, 'и': 58, 'если': 52, 'на': 33, 'не': 27}",134,0,ru,False,b9372b04b3dd8f9d19d134a27301c0ab,0.43002421307506056,0.044299103229721526,0.0
ozon-sdek.txt,563,87,69,5.32183908045977,"{'в': 6, 'пвз': 4, 'до': 3, 'ozon': 3, 'и': 3}",2,0,ru,False,1636f5e0a5ade04855c246a9314a0726,0.7931034482758621,0.047957371225577264,0.0
na-gosuslugax-budet-bolse-servisov.txt,338,36,33,7.972222222222222,"{'для': 3, 'будут': 2, 'правительство': 1, 'расширит': 1, 'функционал': 1}",3,0,ru,False,f853de64e7f6054e7056e8f06300bcfd,0.9166666666666666,0.038461538461538464,0.0
nedostatki-distant.txt,856,115,99,5.852173913043479,"{'на': 4, 'с': 4, 'и': 3, 'удалёнке': 2, 'или': 2}",11,0,ru,False,1e49d274999ef99d891f6ff52db15afd,0.8608695652173913,0.10981308411214953,0.0
prodvizhenie-v-socsetyah.txt,5372,700,425,6.372857142857143,"{'и': 33, 'в': 23, 'с': 14, 'на': 12, 'можно': 11}",57,0,ru,False,68c8b59dbe61afaac8a50c8c85e4ab35,0.6071428571428571,0.04244229337304542,0.0
arest-mitroshina.txt,681,96,75,5.958333333333333,"{'в': 8, 'денег': 3, 'на': 3, 'блогера': 2, 'митрошину': 2}",2,0,ru,False,6a62904147c4113adbf85d3b38c24980,0.78125,0.03671071953010279,0.0
pravitelstvo-razrabotalo-novy-e-mery-podderzki-e-konomiki-v-usloviyax-sankcii.txt,507,60,52,7.183333333333334,"{'на': 3, 'для': 3, 'и': 3, 'позиций': 2, 'продукции': 2}",3,0,ru,False,16f2e7f85d79dbb507086d78985e729c,0.8666666666666667,0.03353057199211045,0.0
retail-zhaloba.txt,1202,158,118,6.3734177215189876,"{'в': 10, 'и': 6, 'о': 5, 'что': 4, 'защите': 3}",4,0,ru,False,a6b2ad7a7924c385f34f5abf42a7d8b1,0.7468354430379747,0.04658901830282862,0.0
skill-job.txt,1608,228,161,5.7631578947368425,"{'в': 14, 'на': 7, 'по': 5, 'подход': 5, 'и': 4}",4,0,ru,False,785953519cb1539463a24211659d63de,0.706140350877193,0.06343283582089553,0.0
srok-uplaty-po-nalogu-na-priby-l-prodlyon-na-mesyac.txt,316,48,40,5.479166666666667,"{'по': 3, 'уплаты': 2, 'на': 2, 'прибыль': 2, 'за': 2}",1,0,ru,False,5f0199e2230ddab2817222ea57b30b08,0.8333333333333334,0.05063291139240506,0.0
sbp-sboi-may-25.txt,887,136,87,5.367647058823529,"{'в': 11, 'и': 9, 'с': 5, 'проблемы': 4, 'москве': 3}",3,0,ru,False,9a7b1cf1db0ad54d080e232c03dffc3b,0.6397058823529411,0.033821871476888386,0.0
yandeks-kupil-sluzhbu-dostavki.txt,603,86,76,5.837209302325581,"{'и': 3, 'яндекс': 2, 'сделке': 2, 'это': 2, 'пунктов': 2}",1,0,ru,False,cf2434ea4933ccb6cf78620a48d5fb09,0.8837209302325582,0.03980099502487562,0.0
firmennyj-blank.txt,14399,1930,944,6.182901554404145,"{'и': 60, 'в': 44, 'бланк': 31, 'на': 30, 'с': 26}",95,0,ru,False,c6c678ae27c52c842c0f1683a182ea0f,0.48911917098445595,0.040697270643794706,0.0
dengi-na-otkrytie.txt,5946,819,428,6.023199023199023,"{'и': 39, 'на': 27, 'в': 24, 'получить': 16, 'можно': 15}",44,0,ru,False,30f332b17b08387c8a616048dd1fc0eb,0.5225885225885226,0.04406323578876556,0.0
nalogovaya-obnovila-formy-dlya-licenzirovaniya-v-poligrafii-i-azartny-x-igrax.txt,568,68,61,7.161764705882353,"{'в': 4, 'формы': 3, 'и': 2, 'о': 2, 'фнс': 1}",3,0,ru,False,f6d8812903e8a31b0b4db3ee1c5b75da,0.8970588235294118,0.02464788732394366,0.0
zayavlenie-o-gosudarstvennom-kadastrovom-uchyote.txt,172,24,23,6.083333333333333,"{'на': 2, 'подайте': 1, 'заявление': 1, 'в': 1, 'росреестр': 1}",0,0,ru,False,35d4caa3aedb2c77d13d017e414cc232,0.9583333333333334,0.06395348837209303,0.0
efs-1-stazh.txt,1140,165,101,5.642424242424243,"{'о': 8, 'и': 7, 'ефс1': 6, 'в': 6, 'сведения': 5}",13,0,ru,False,3a31fe10ffccdd0b4178223b9ca76b68,0.6121212121212121,0.07719298245614035,0.0
